algorithm,namc_code,true_tm2_code,query_text,query_sanskrit_term,top1_correct,top5_hit,true_rank,rank,pred_tm2_code,pred_tm2_title,pred_tm2_index_terms,pred_score,pred_tag,pred_correct,pred_exact_sanskrit_match,query_token_overlap,query_vs_pred_sans_overlap
TFIDF,AAB-3,SP9Y,(a) aṅgamardaḥ (a) aṅgamardaḥ (a) aṅgamardaḥ (a) aṅgamardaḥ - -,(a) aṅgamardaḥ,True,True,1.0,1,SP9Y,Other specified disorders affecting the whole body (TM2),"Other specified disorders affecting the whole body (TM2); Deep rooted abscess on scalp disorder (TM2); (a) anuśayī; Scalp abscess disorder (TM2); (a) kapālavidradhiḥ; Palatal swelling disorder (TM2); (a) tālupākaḥ, (a) tāluśothaḥ; Palatal abscess disorder (TM2); (a) tāluvidradhiḥ; Sublingual abscess disorder (TM2); (a) adhijihvā; Kudzu tuber like abscess disorder (TM2); (a) vidārikā; Abscess in the axilla disorder (TM2); (b) Akkuḷ kaṭṭi; Irritable abscess in the axilla disorder (TM2); (b) Akkuḷ ericcal kaṭṭi; Abscess in the scrotum disorder (TM2); (b) Aṇṭakkaṭṭi; Dropsy due to Aẕal disorder (TM2); (b) Aḻal ūtal nōy; Generalized oedema disorder including internal organs and cavities (TM2); (c) Istisqā’; Throat pain disorder due to Vaḷi (TM2); (b) Nakāri vātam; Shock disorder (TM2); (c) Suqūṭ al-Quwwa; Neurofibromatosis disorder (TM2); (b) Avutumparakkuṭṭam; Cyst disorder (TM2); (a) granthiḥ; Splitting pain disorder (TM2); (a) bhedaḥ; Agonising pain disorder (TM2); (a) vyathā; Burning sensation all over the body with oedema and inflammation disorder (TM2); (b) Cittuvāta Curōṇitam; Exhaustion disorder (TM2); (a) glāniḥ; Aggravated Aiyam leading to evacuation of bladder and rectum disorder (TM2); (b) Muyalaka kapam; Aggravated Aiyam disorder results in septicaemia (TM2); (b) Turkkanta kapam; Aggravated Aiyam disorder with fire element results in aggressive burning in corpse (TM2); (b) Aṉal kapam, (b) Neruppu aiyam; Aggravated Aiyam disorder leading to hunger - starvation (TM2); (b) Tīpaṉam; Aggravation of Vaḷi disorder with neuritis all over the body (TM2); (b) Malaittakampa vātam; Aggravation of Vaḷi disorder and emaciation leading to death (TM2); (b) Pirāṇālaya vātam; Aggravation of Aẕal and pain all over the body disorder (TM2); (b) Vaḷi pittam; Aẕal disorder caused due to increased Aẕal (TM2); (b) Aẕal pittam; Hyperthyrodisim disorder (TM2); (b) Catastampa vātam; Aggravated Aiyam along with Vaḷi and aiyam causing fever with chills disorder (TM2); (b) Mukkūṭṭu Kapam; Aggravated Aiyam disorder with hyper pyrexia (TM2); (b) Cura Kapam; Dryness and pain in the whole body disorder (TM2); (b) Ularttu cūlai; Aggravation of Vaḷi and aggravation of Aẕal disorder causing palpitation and increase of Aẕal in muscules and joints (TM2); (b) Pācattampa vātam; Cracking body pain disorder (TM2); (a) aṅgāvadaraṇam; Generalized body ache disorder (TM2); (a) aṅgamardaḥ; Burning feet disorder (TM2); (a) pādadāhaḥ; Burning sensation disorder (TM2); (a) dāhaḥ; Burning sensation with sweating and restlessness disorder (TM2); (a) oṣaḥ; Burning sensation of buccal cavity disorder (TM2); (a) davaḥ; Burning sensation of muscle disorder (TM2); (a) māṃsadāhaḥ; Burning sensation of sense organs disorder (TM2); (a) davathuḥ; Burning sensation of shoulder disorder (TM2); (a) aṃsadāhaḥ; Burning sensation in the skin disorder (TM2); (a) tvagdāhaḥ; Generalized burning sensation disorder (TM2); (a) vidāhaḥ; Chest pain disorder (TM2); (a) vakṣastodaḥ; Chills disorder only due to Kapha (TM2); (a) śaityam; Contracture disorder (TM2); (a) saṅkocaḥ; Dwarfism disorder (TM2); (a) vāmanatvam; Wasting of body part(s) disorder (TM2); (a) aṅgaśuṣkatā; Fuming sensation disorder (TM2); (a) dhūmakaḥ, (a) dhūmodgāraḥ; Body heaviness disorder (TM2); (a) gurugātratā; Horripilation disorder (TM2); (a) lomaharṣaḥ; Impaired thoracic mobility disorder (TM2); (a) vakṣoparodhaḥ; Excess body odour disorder (TM2); (a) aṅgagandhaḥ; Excessive temperature disorder (TM2); (a) ūṣmādhikyam; Feeling of being covered by wet cloth disorder (TM2); (a) staimityam; Calf muscle cramp disorder (TM2); (a) piṇḍikodveṣṭanam; Physical exhaustion disorder (TM2); (a) śramaḥ; Scorching pain disorder (TM2); (a) ploṣaḥ; Talkativeness disorder (TM2); (a) vācālatā; Tingling feet disorder (TM2); (a) pādaharṣaḥ; Pricking pain disorder (TM2); (a) todaḥ; Weakness disorder (TM2); (a) balahāniḥ; Asthenia disorder (TM2); (a) balāsakaḥ",0.9999999560751421,Equivalent,True,True,2,1
TFIDF,AAB-3,SP9Y,(a) aṅgamardaḥ (a) aṅgamardaḥ (a) aṅgamardaḥ (a) aṅgamardaḥ - -,(a) aṅgamardaḥ,True,True,1.0,2,ST20,Injury pattern in the varmam or marmam (TM2),Injury pattern in the varmam or marmam (TM2); (a) marmaviddhaḥ; (b) Varma aṭi,0.0,Weak,False,False,1,1
TFIDF,AAB-3,SP9Y,(a) aṅgamardaḥ (a) aṅgamardaḥ (a) aṅgamardaḥ (a) aṅgamardaḥ - -,(a) aṅgamardaḥ,True,True,1.0,3,SM8B,Urinary incontinence disorder (TM2),Urinary incontinence disorder (TM2); (a) vātabastiḥ (b) Ciṟunīriṉ māṟutalkaḷ (c) Salas al-Bawl,0.0,Weak,False,False,1,1
TFIDF,AAB-3,SP9Y,(a) aṅgamardaḥ (a) aṅgamardaḥ (a) aṅgamardaḥ (a) aṅgamardaḥ - -,(a) aṅgamardaḥ,True,True,1.0,4,SM92,Bartholin's cyst disorder (TM2),Bartholin's cyst disorder (TM2); (a) yonikandaḥ (b) Surappikallutaiya Athaippu,0.0,Weak,False,False,1,1
TFIDF,AAB-3,SP9Y,(a) aṅgamardaḥ (a) aṅgamardaḥ (a) aṅgamardaḥ (a) aṅgamardaḥ - -,(a) aṅgamardaḥ,True,True,1.0,5,SM91,Endocervicitis disorder (TM2),Endocervicitis disorder (TM2); (a) karṇinī (b) Karuppaik kaẕuntu uḷpuṟa aẕaṟci,0.0,Weak,False,False,1,1
TFIDF,AAB-7,SM1P,"(a) arasajñatā (a) arasajñatā (a) arasajñatā (a) arasajñatā - It is characterised by loss of taste which may be associated with loss of smell, anorexia, increased secretion of saliva. This may be explained by: (a) Impairment of digestive and metabolic factors affecting kapha residing on the tongue.",(a) arasajñatā,False,True,2.0,1,SR4L,Increased secretion of breast milk pattern (TM2),Increased secretion of breast milk pattern (TM2); (a) stanyavṛddhiḥ,0.9999999941629119,Equivalent,False,False,4,1
TFIDF,AAB-7,SM1P,"(a) arasajñatā (a) arasajñatā (a) arasajñatā (a) arasajñatā - It is characterised by loss of taste which may be associated with loss of smell, anorexia, increased secretion of saliva. This may be explained by: (a) Impairment of digestive and metabolic factors affecting kapha residing on the tongue.",(a) arasajñatā,False,True,2.0,2,SM1P,Ageusia disorder (TM2),Ageusia disorder (TM2); (a) arasajñatā (b) Cuvaiyiṉmai nōy (c) Buṭlān al-Dhawq,0.7848444116675628,Equivalent,True,True,2,2
TFIDF,AAB-7,SM1P,"(a) arasajñatā (a) arasajñatā (a) arasajñatā (a) arasajñatā - It is characterised by loss of taste which may be associated with loss of smell, anorexia, increased secretion of saliva. This may be explained by: (a) Impairment of digestive and metabolic factors affecting kapha residing on the tongue.",(a) arasajñatā,False,True,2.0,3,SR65,Loss of continuity pattern (TM2),Loss of continuity pattern (TM2); (c) Tafarruq al-Ittiṣāl,0.6652144138914291,Narrower,False,False,2,0
TFIDF,AAB-7,SM1P,"(a) arasajñatā (a) arasajñatā (a) arasajñatā (a) arasajñatā - It is characterised by loss of taste which may be associated with loss of smell, anorexia, increased secretion of saliva. This may be explained by: (a) Impairment of digestive and metabolic factors affecting kapha residing on the tongue.",(a) arasajñatā,False,True,2.0,4,SR4M,Decreased secretion of breast milk pattern (TM2),Decreased secretion of breast milk pattern (TM2); (a) stanyakṣayaḥ,0.5818219820606376,Narrower,False,False,3,1
TFIDF,AAB-7,SM1P,"(a) arasajñatā (a) arasajñatā (a) arasajñatā (a) arasajñatā - It is characterised by loss of taste which may be associated with loss of smell, anorexia, increased secretion of saliva. This may be explained by: (a) Impairment of digestive and metabolic factors affecting kapha residing on the tongue.",(a) arasajñatā,False,True,2.0,5,SS10,Derangement of digestive power pattern (TM2),Derangement of digestive power pattern (TM2); (a) agnivaiṣamyam,0.48010661200825244,Related,False,False,3,1
TFIDF,AAB-40,SP1Y,(a) jānuviśleṣaḥ (a) jānuviśleṣaḥ (a) jānuviśleṣaḥ (a) jānuviśleṣaḥ - -,(a) jānuviśleṣaḥ,True,True,1.0,1,SP1Y,Other specified joint disorders (TM2),"Other specified joint disorders (TM2); Arthritis disorder with dysentery (TM2); (b) Aẕalvaḷi kīlvāyu; Arthritis disorder with increased body heat and swelling (TM2); (b) Aiyaaẕal kīlvāyu; Arthritis disorder with infection (TM2); (b) Vaḷiaiya kīlvāyu; Dislocation of joints disorder (TM2); (c) Khal‘ al-Mafāṣil; Menopausal arthritis disorder (TM2); (b) Curōṇita pittam; Psoriatic arthritis disorder (TM2); (b) Kāḷāñcakavātam; Stiff ankle disorder (TM2); (a) gulpha-grahaḥ; Ankle deformity disorder (TM2); (a) vātakhuḍḍatā, (a) vātakaṇṭakaḥ; Breaking pain of knees disorder (TM2); (a) jānubhedaḥ; Sacroiliac joint stiffness disorder (TM2); (a) trikagrahaḥ; Lax knee disorder (TM2); (a) jānuviśleṣaḥ; Joint weakness disorder (TM2); (c) Ḍu‘f al-Mafāṣil , (c) Ḍu‘f al-Mafṣal; (c) za'fe mafsal",0.9999999853658539,Equivalent,True,True,1,1
TFIDF,AAB-40,SP1Y,(a) jānuviśleṣaḥ (a) jānuviśleṣaḥ (a) jānuviśleṣaḥ (a) jānuviśleṣaḥ - -,(a) jānuviśleṣaḥ,True,True,1.0,2,ST20,Injury pattern in the varmam or marmam (TM2),Injury pattern in the varmam or marmam (TM2); (a) marmaviddhaḥ; (b) Varma aṭi,0.0,Weak,False,False,1,1
TFIDF,AAB-40,SP1Y,(a) jānuviśleṣaḥ (a) jānuviśleṣaḥ (a) jānuviśleṣaḥ (a) jānuviśleṣaḥ - -,(a) jānuviśleṣaḥ,True,True,1.0,3,SM92,Bartholin's cyst disorder (TM2),Bartholin's cyst disorder (TM2); (a) yonikandaḥ (b) Surappikallutaiya Athaippu,0.0,Weak,False,False,1,1
TFIDF,AAB-40,SP1Y,(a) jānuviśleṣaḥ (a) jānuviśleṣaḥ (a) jānuviśleṣaḥ (a) jānuviśleṣaḥ - -,(a) jānuviśleṣaḥ,True,True,1.0,4,SM91,Endocervicitis disorder (TM2),Endocervicitis disorder (TM2); (a) karṇinī (b) Karuppaik kaẕuntu uḷpuṟa aẕaṟci,0.0,Weak,False,False,1,1
TFIDF,AAB-40,SP1Y,(a) jānuviśleṣaḥ (a) jānuviśleṣaḥ (a) jānuviśleṣaḥ (a) jānuviśleṣaḥ - -,(a) jānuviśleṣaḥ,True,True,1.0,5,SM90,Amenorrhoea disorder (TM2),Amenorrhoea disorder (TM2); (a) arajaskā (b) Kukaraṇa mey cūtakataṭai (c) Iḥtibās al-Tamth; (a) rajonāśaḥ / naṣṭārtava / anārtava,0.0,Weak,False,False,1,1
TFIDF,AAB-46,SK30,(a) daṇḍakaḥ (a) daṇḍakaḥ (a) daṇḍakaḥ (a) daṇḍakaḥ - -,(a) daṇḍakaḥ,True,True,1.0,1,SK30,Seizure disorder (TM2),Seizure disorder (TM2); (a) ākṣepakaḥ (b) Vaḷippu (c) Tashannuj; Whole body stiffness with immobility disorder (TM2); (a) daṇḍakaḥ; Post-traumatic convulsion disorder (TM2); (a) vraṇāyāmaḥ; Irremediable opisthotonos disorder (TM2); (a) asādhyadhanuṣkaṃpa; Opisthotonos disorder (TM2); (a) bahirāyāmaḥ (a) bāhyāyāmaḥ (a) dhanuḥstambhaḥ; Orthotonus disorder (TM2); (a) apatānakaḥ; Orthotonus with rod like stiffness disorder (TM2); (a) daṇḍāpatānakaḥ; Emprosthotonus disorder (TM2); (a) antarāyāmaḥ; Convulsive fit disorder (TM2); (a) apatantrakaḥ,0.9999999897884648,Equivalent,True,True,1,1
TFIDF,AAB-46,SK30,(a) daṇḍakaḥ (a) daṇḍakaḥ (a) daṇḍakaḥ (a) daṇḍakaḥ - -,(a) daṇḍakaḥ,True,True,1.0,2,ST20,Injury pattern in the varmam or marmam (TM2),Injury pattern in the varmam or marmam (TM2); (a) marmaviddhaḥ; (b) Varma aṭi,0.0,Weak,False,False,1,1
TFIDF,AAB-46,SK30,(a) daṇḍakaḥ (a) daṇḍakaḥ (a) daṇḍakaḥ (a) daṇḍakaḥ - -,(a) daṇḍakaḥ,True,True,1.0,3,SM8D,Polyuria disorder (TM2),"Polyuria disorder (TM2); (a) pramehaḥ (b) Nīriṉaipperukkal nōykaḷ (c) Kathra al-Bawl; Polyuria disorder due to Kapha (TM2); (a) kaphajapramehaḥ; Polyuria disorder due to Pitta (TM2); (a) pittaja-pramehaḥ; Polyuria disorder due to Vāta (TM2); (a) vātajapramehaḥ; Aggravated Aiyam leading to polyurea disorder (TM2); (b) Nīriẕivu; (b) Nīrkkōvai; Albuminuria disorder (TM2); (a) lālāmehaḥ; Albunosuria disorder (TM2); (a) piṣṭamehaḥ; Ash-coloured urine disorder (TM2); (a) kṣāramehaḥ; Belluria disorder (TM2); (a) sāndraprasādamehaḥ; Bilirubinuria disorder (TM2); (a) hāridramehaḥ; Chyluria disorder (TM2); (a) sāndramehaḥ; Excess and profuse urination like elephant disorder (TM2); (a) hastimehaḥ; Frothy urine disorder (TM2); (a) phenamehaḥ; Glycosuria disorder (TM2); (a) ikṣuvālikāmehaḥ; Gravaluria disorder (TM2); (a) sikatāmehaḥ; Lithuria (TM2); Haemoglobinuria disorder (TM2); (a) mañjiṣṭhāmehaḥ; Hydruria disorder (TM2); (a) udakamehaḥ; Indicanuria disorder (TM2); (a) nīlamehaḥ; Melanuria disorder (TM2); (a) kālamehaḥ, (a) kṛṣṇamehaḥ; Polyuria disorder with cold urine (TM2); (a) śītamehaḥ; Polyurea disorder like salt solution (TM2); (a) lavaṇamehaḥ; Slow pace micturition disorder (TM2); (a) śanairmehaḥ; Hyper-acidic urine disorder (TM2); (a) amlamehaḥ; Spermaturia disorder (TM2); (a) śukramehaḥ; Urine resembling alcohol disorder (TM2); (a) surāmehaḥ; Urine resembling bone marrow disorder (TM2); (a) majjāmehaḥ; Urine resembling ghee disorder (TM2); (a) sarpirmehaḥ; Urine resembling intramuscular fat disorder (TM2); (a) vasāmehaḥ; White urine disorder (TM2); (a) śuklamehaḥ; Albinuria (TM2)",0.0,Weak,False,False,1,1
TFIDF,AAB-46,SK30,(a) daṇḍakaḥ (a) daṇḍakaḥ (a) daṇḍakaḥ (a) daṇḍakaḥ - -,(a) daṇḍakaḥ,True,True,1.0,4,SM93,Leucorrhoea disorder (TM2),Leucorrhoea disorder (TM2); (a) śvetapradaraḥ (b) Veḷḷai nōy (c) Sayalān al-Raḥim,0.0,Weak,False,False,1,1
TFIDF,AAB-46,SK30,(a) daṇḍakaḥ (a) daṇḍakaḥ (a) daṇḍakaḥ (a) daṇḍakaḥ - -,(a) daṇḍakaḥ,True,True,1.0,5,SM92,Bartholin's cyst disorder (TM2),Bartholin's cyst disorder (TM2); (a) yonikandaḥ (b) Surappikallutaiya Athaippu,0.0,Weak,False,False,1,1
TFIDF,AAB-48,SM1Y,(a) dantaśaithilyam (a) dantaśaithilyam (a) dantaśaithilyam (a) dantaśaithilyam - -,(a) dantaśaithilyam,True,True,1.0,1,SM1Y,Other specified oral cavity disorders (TM2),"Other specified oral cavity disorders (TM2); Inflammation disorder of entire oral cavity (TM2); (a) sarvasara mukharogaḥ; Lip tumour disorder (TM2); (a) jalārbudaḥ; Palate tumour disorder (TM2); (a) tālu-arbudaḥ; Torus palatinus disorder (TM2); (a) kacchapaḥ, (a) kacchapī; Tongue tumour disorder (TM2); (b) Nākkup puṟṟu; Feeling of astringent taste disorder (TM2); (a) kaṣāyāsyatā; Feeling of sweet taste disorder (TM2); (a) mukhamādhuryam; Coated oral cavity disorder (TM2); (a) kaṇṭhopalepaḥ, (a) mukhalepaḥ; Impacted tooth disorder (TM2); (a) adhimāṃsaḥ; Spongy gums disorder (TM2); (a) śītādaḥ; Itchy palate disorder (TM2); (c) Ḥikka al-Ḥanak; Palatal polyp disorder (TM2); (a) tālupiḍakā, (a) tālupiṭikā; Sialadenitis disorder (TM2); (c) Iltihāb al-Ghudda al-Rīqiyya; Cystic swelling of palate disorder (TM2); (a) tālupuppuṭaḥ; Sub lingual cyst disorder (TM2); (a) alāsaḥ; Periodontitis disorder (TM2); (a) dantapuppuṭaḥ; Ectopic eruption disorder (TM2); (a) karālaḥ; Supernumerary teeth disorder (TM2); (a) vardhanaḥ, (a) adhidantaḥ; Hyperdontia (TM2); Disorder during teeth eruption (TM2); (a) dantodgamaḥ; (a) dantotbhedaḥ; Loose tooth disorder (TM2); (a) dantaśaithilyam; Pain in tooth due to Vaḷi disorder (TM2); (b) Tanta vāyu; Fibroma of palate disorder (TM2); (a) māṃsasaṅghātaḥ, (a) tālusaṃhatiḥ; Eruptions of oral cavity disorder (TM2); (b) Buthūr al-Fam; (b) bothreh-ye dahAn; Tongue fissure disorder (TM2); (c) Shiqāq al-Lisān; (c) sheqAq-e zabAn; Cheilosis disorder (TM2); (c) Taqarruḥ al-Shidqayn; Gingival ulcers disorder (TM2); (c) Qurūḥ al-Litha; Cancrum oris disorder (TM2); (c) Ākila al-Fam",0.9999999773258553,Equivalent,True,True,1,1
TFIDF,AAB-48,SM1Y,(a) dantaśaithilyam (a) dantaśaithilyam (a) dantaśaithilyam (a) dantaśaithilyam - -,(a) dantaśaithilyam,True,True,1.0,2,ST20,Injury pattern in the varmam or marmam (TM2),Injury pattern in the varmam or marmam (TM2); (a) marmaviddhaḥ; (b) Varma aṭi,0.0,Weak,False,False,1,1
TFIDF,AAB-48,SM1Y,(a) dantaśaithilyam (a) dantaśaithilyam (a) dantaśaithilyam (a) dantaśaithilyam - -,(a) dantaśaithilyam,True,True,1.0,3,SM8C,Urinary stone disorder (TM2),Urinary stone disorder (TM2); (a) aśmarī (b) Kallaṭaippu (c) Ḥaṣā wa Raml al-Kulya; Cystolithiasis disorder (TM2); Ḥaṣā al-Mathāna; Renal calculi disorder due to Kapha (TM2); (a) kaphaja-aśmarī; Renal calculi disorder due to Pitta (TM2); (a) pittaja-aśmarī; Renal calculi disorder due to Sukra (TM2); (a) śukrāśmarī; Renal calculi disorder due to Vata (TM2); (a) vātaja-aśmarī,0.0,Weak,False,False,1,1
TFIDF,AAB-48,SM1Y,(a) dantaśaithilyam (a) dantaśaithilyam (a) dantaśaithilyam (a) dantaśaithilyam - -,(a) dantaśaithilyam,True,True,1.0,4,SM92,Bartholin's cyst disorder (TM2),Bartholin's cyst disorder (TM2); (a) yonikandaḥ (b) Surappikallutaiya Athaippu,0.0,Weak,False,False,1,1
TFIDF,AAB-48,SM1Y,(a) dantaśaithilyam (a) dantaśaithilyam (a) dantaśaithilyam (a) dantaśaithilyam - -,(a) dantaśaithilyam,True,True,1.0,5,SM91,Endocervicitis disorder (TM2),Endocervicitis disorder (TM2); (a) karṇinī (b) Karuppaik kaẕuntu uḷpuṟa aẕaṟci,0.0,Weak,False,False,1,1
TFIDF,AAB-49,SN60,"(a) nakhabhedaḥ (a) nakhabhedaḥ (a) nakhabhedaḥ (a) nakhabhedaḥ - It is characterised by whitish, mica coloured discoloration, brittleness of nails. This may be explained by: (a) Vitiated digestive and metabolic factors resulting in non absorption of nutrients leading to vitiation of vatadosha.",(a) nakhabhedaḥ,True,True,1.0,1,SN60,Brittle nails disorder (TM2),Brittle nails disorder (TM2); (a) nakhabhedaḥ (c) Ẓufra Ṭalqiyya,0.9999999953489843,Equivalent,True,True,2,2
TFIDF,AAB-49,SN60,"(a) nakhabhedaḥ (a) nakhabhedaḥ (a) nakhabhedaḥ (a) nakhabhedaḥ - It is characterised by whitish, mica coloured discoloration, brittleness of nails. This may be explained by: (a) Vitiated digestive and metabolic factors resulting in non absorption of nutrients leading to vitiation of vatadosha.",(a) nakhabhedaḥ,True,True,1.0,2,SR1A,Vitiation of kapha pattern (TM2),Vitiation of kapha pattern (TM2); (a) kaphaprakopaḥ,0.3422042881061134,Related,False,False,3,1
TFIDF,AAB-49,SN60,"(a) nakhabhedaḥ (a) nakhabhedaḥ (a) nakhabhedaḥ (a) nakhabhedaḥ - It is characterised by whitish, mica coloured discoloration, brittleness of nails. This may be explained by: (a) Vitiated digestive and metabolic factors resulting in non absorption of nutrients leading to vitiation of vatadosha.",(a) nakhabhedaḥ,True,True,1.0,3,SR15,Vitiation of pitta pattern (TM2),Vitiation of pitta pattern (TM2); (a) pittaprakopaḥ,0.3394795543639879,Related,False,False,3,1
TFIDF,AAB-49,SN60,"(a) nakhabhedaḥ (a) nakhabhedaḥ (a) nakhabhedaḥ (a) nakhabhedaḥ - It is characterised by whitish, mica coloured discoloration, brittleness of nails. This may be explained by: (a) Vitiated digestive and metabolic factors resulting in non absorption of nutrients leading to vitiation of vatadosha.",(a) nakhabhedaḥ,True,True,1.0,4,SR10,Vitiation of vāta pattern (TM2),Vitiation of vāta pattern (TM2); (a) vātaprakopaḥ,0.309688912449133,Related,False,False,3,1
