namc_code,true_tm2_code,query_text,query_sanskrit_term,bm25_base_top1_pred,bm25_base_top1_score,bm25_base_top1_correct,bm25_base_true_rank,bm25_rerank_top1_pred,bm25_rerank_top1_score,bm25_rerank_top1_correct,bm25_rerank_true_rank,bm25_rerank_fixed,bm25_rerank_hurt
AAB-64,SP4Y,(a) bāhuśoṣaḥ (a) bāhuśoṣaḥ (a) bāhuśoṣaḥ (a) bāhuśoṣaḥ - -,(a) bāhuśoṣaḥ,SN4F,0.9999999999701144,False,,SN4F,0.9999999999701144,False,4.0,False,False
AAB-66,SP9Y,(a) bhedaḥ (a) bhedaḥ (a) bhedaḥ (a) bhedaḥ - -,(a) bhedaḥ,SN4F,0.9999999999701144,False,4.0,SN4F,0.9999999999701144,False,2.0,False,False
AAB-74,SM1N,"(a) mukhaśoṣaḥ (a) mukhaśoṣaḥ (a) mukhaśoṣaḥ (a) mukhaśoṣaḥ - It is characterised by dryness of the tongue and may be associated with dryness of mouth, bitterness, heartburn. This may be explained by: (a) Vitiation of kapha, vata affecting the tongue.",(a) mukhaśoṣaḥ,SM1N,0.9999999999846726,True,1.0,SM1N,1.2499999999846727,True,1.0,False,False
AAB-80,SP1Y,(a) trikagrahaḥ (a) trikagrahaḥ (a) trikagrahaḥ (a) trikagrahaḥ - -,(a) trikagrahaḥ,SN4F,0.9999999999701144,False,,SN4F,0.9999999999701144,False,2.0,False,False
AAB-86,SP9Y,(a) vācālatā (a) vācālatā (a) vācālatā (a) vācālatā - -,(a) vācālatā,SN4F,0.9999999999701144,False,4.0,SN4F,0.9999999999701144,False,2.0,False,False
AAB-87,SP1Y,"(a) vātakhuḍḍatā, (a) vātakaṇṭakaḥ (a) vātakhuḍḍatā, (a) vātakaṇṭakaḥ (a) vātakhuḍḍatā, (a) vātakaṇṭakaḥ (a) vātakhuḍḍatā, (a) vātakaṇṭakaḥ - -","(a) vātakhuḍḍatā, (a) vātakaṇṭakaḥ",SP1Y,0.9999999999812872,True,1.0,SP1Y,1.2499999999812872,True,1.0,False,False
AAB-88,SP9Y,(a) vāmanatvam (a) vāmanatvam (a) vāmanatvam (a) vāmanatvam - -,(a) vāmanatvam,SN4F,0.9999999999701144,False,4.0,SN4F,0.9999999999701144,False,2.0,False,False
AAB-93,SP4Y,(a) vaṅkṣaṇānāhaḥ (a) vaṅkṣaṇānāhaḥ (a) vaṅkṣaṇānāhaḥ (a) vaṅkṣaṇānāhaḥ - -,(a) vaṅkṣaṇānāhaḥ,SN4F,0.9999999999701144,False,,SN4F,0.9999999999701144,False,4.0,False,False
AAB-97,SN03,"(a) śukrakṣayaḥ (a) śukrakṣayaḥ (a) śukrakṣayaḥ (a) śukrakṣayaḥ - It is characterised by decreased quantity and quality of semen, decreased sexual power, spermatorrhoea. This may be explained by: (a) Vitiation of all three dosha affecting male reproductive system.",(a) śukrakṣayaḥ,SN03,0.9999999999845518,True,1.0,SN03,1.249999999984552,True,1.0,False,False
AAB-100,SP9Y,(a) śaityam (a) śaityam (a) śaityam (a) śaityam - -,(a) śaityam,SN4F,0.9999999999701144,False,4.0,SN4F,0.9999999999701144,False,2.0,False,False
AAB-103,SP9Y,(a) saṅkocaḥ (a) saṅkocaḥ (a) saṅkocaḥ (a) saṅkocaḥ - -,(a) saṅkocaḥ,SN4F,0.9999999999701144,False,4.0,SN4F,0.9999999999701144,False,2.0,False,False
AAB-105,SP9Y,(a) śramaḥ (a) śramaḥ (a) śramaḥ (a) śramaḥ - -,(a) śramaḥ,SN4F,0.9999999999701144,False,4.0,SN4F,0.9999999999701144,False,2.0,False,False
AAB-108,SP4Y,(a) hanubhedaḥ (a) hanubhedaḥ (a) hanubhedaḥ (a) hanubhedaḥ - -,(a) hanubhedaḥ,SN4F,0.9999999999701144,False,,SN4F,0.9999999999701144,False,4.0,False,False
AAB-110,SL62,(a) hṛddravaḥ (a) hṛddravaḥ (a) hṛddravaḥ (a) hṛddravaḥ - It is characterised by feeling of increased beating of the heart which is within the notice of the patient with or without tachycardia. This may be explained by: (a) Vitiation of vata affecting the heart region.,(a) hṛddravaḥ,SL62,0.9999999999850644,True,1.0,SL62,1.2499999999850644,True,1.0,False,False
AAC-1,SK30,(a) antarāyāmaḥ (a) antarāyāmaḥ (a) antarāyāmaḥ (a) antarāyāmaḥ - -,(a) antarāyāmaḥ,SN4F,0.9999999999701144,False,,SN4F,0.9999999999701144,False,2.0,False,False
AAC-2,SK30,(a) apatantrakaḥ (a) apatantrakaḥ (a) apatantrakaḥ (a) apatantrakaḥ - -,(a) apatantrakaḥ,SK30,0.9999999999795497,True,1.0,SK30,1.2499999999795497,True,1.0,False,False
AAC-5,SP0Y,(a) asthiprabhedaḥ (a) asthiprabhedaḥ (a) asthiprabhedaḥ (a) asthiprabhedaḥ - -,(a) asthiprabhedaḥ,SN4F,0.9999999999701144,False,,SN4F,0.9999999999701144,False,2.0,False,False
AAC-6,SP00,"(a) asthiśoṣaḥ (a) asthiśoṣaḥ (a) asthiśoṣaḥ (a) asthiśoṣaḥ - It is characterised by atrophy, weakness of bones; may lead to fractures. This may be explained by: (a) Weak digestive and metabolic factors, bone metabolism, malnutrition leading to severe aggravation of vata and decrease of kapha.",(a) asthiśoṣaḥ,SP00,0.9999999999835857,True,1.0,SP00,1.2499999999835856,True,1.0,False,False
AAC-7,SN08,"(a) vātāṣṭhīlā (a) vātāṣṭhīlā (a) vātāṣṭhīlā (a) vātāṣṭhīlā - It is characterised by increased frequency of urination, obstruction in passing urine, hesitancy, weak urinary stream. This may be explained by: (a) Vitiated vatadosha affecting urinary system.",(a) vātāṣṭhīlā,SN08,0.9999999999841865,True,1.0,SN08,1.2499999999841864,True,1.0,False,False
AAC-8,SP15,"(a) avabāhukaḥ (a) avabāhukaḥ (a) avabāhukaḥ (a) avabāhukaḥ - ""It is characterised by pain, stiffness and restricted movements of the shoulder joint. This may be explained by: (a) Increased vatadosha affecting the nerves and vessels of shoulder region.",(a) avabāhukaḥ,SP15,0.9999999999885639,True,1.0,SP15,1.2499999999885638,True,1.0,False,False
AAC-9.2,SK55,(a) asādhya-ūrustambhaḥ (a) asādhya-ūrustambhaḥ (a) asādhya-ūrustambhaḥ (a) asādhya-ūrustambhaḥ - -,(a) asādhya-ūrustambhaḥ,SK55,0.9999999999829015,True,1.0,SK55,1.2499999999829015,True,1.0,False,False
AAC-12,SM31,"(a) ādhmānam (a) ādhmānam (a) ādhmānam (a) ādhmānam - It is characterised by distension of abdomen, flatulance, gurlging sounds, heaviness may be associated with pain, dyspepsia, constipation and dysuria. This may be explained by: (a) Aggravation of Descending vata affecting the excretory functions.",(a) ādhmānam,SM31,0.9999999999846901,True,1.0,SM31,1.24999999998469,True,1.0,False,False
AAC-13,SK30,(a) bahirāyāmaḥ (a) bāhyāyāmaḥ (a) dhanuḥstambhaḥ (a) bahirāyāmaḥ (a) bāhyāyāmaḥ (a) dhanuḥstambhaḥ (a) bahirāyāmaḥ (a) bāhyāyāmaḥ (a) dhanuḥstambhaḥ (a) bahirāyāmaḥ (a) bāhyāyāmaḥ (a) dhanuḥstambhaḥ - -,(a) bahirāyāmaḥ (a) bāhyāyāmaḥ (a) dhanuḥstambhaḥ,SK30,0.9999999999910343,True,1.0,SK30,1.2499999999910343,True,1.0,False,False
AAC-16,SK5Y,(a) kalāyakhañjaḥ (a) kalāyakhañjaḥ (a) kalāyakhañjaḥ (a) kalāyakhañjaḥ - -,(a) kalāyakhañjaḥ,SN4F,0.9999999999701144,False,,SN4F,0.9999999999701144,False,2.0,False,False
AAC-239,SK30,(a) daṇḍāpatānakaḥ (a) daṇḍāpatānakaḥ (a) daṇḍāpatānakaḥ (a) daṇḍāpatānakaḥ - -,(a) daṇḍāpatānakaḥ,SN4F,0.9999999999701144,False,,SN4F,0.9999999999701144,False,2.0,False,False
AAC-27,SM83,(a) pratitūnī (a) pratitūnī (a) pratitūnī (a) pratitūnī - -,(a) pratitūnī,SM83,0.9999999999825661,True,1.0,SM83,1.249999999982566,True,1.0,False,False
AAC-38,SK22,(a) sarvāṅgavātaḥ/(a) sarvāṅgarogaḥ (a) sarvāṅgavātaḥ/(a) sarvāṅgarogaḥ (a) sarvāṅgavātaḥ/(a) sarvāṅgarogaḥ (a) sarvāṅgavātaḥ/(a) sarvāṅgarogaḥ - -,(a) sarvāṅgavātaḥ/(a) sarvāṅgarogaḥ,SN4F,0.9999999999701144,False,,SN4F,0.9999999999701144,False,,False,False
AAC-39,SL7Y,(a) sirāgrahaḥ (a) sirāgrahaḥ (a) sirāgrahaḥ (a) sirāgrahaḥ - -,(a) sirāgrahaḥ,SN4F,0.9999999999701144,False,,SN4F,0.9999999999701144,False,2.0,False,False
AAD-2.7,SR20,(a) pittāvṛta-samānavātaḥ (a) pittāvṛta-samānavātaḥ (a) pittāvṛta-samānavātaḥ (a) pittāvṛta-samānavātaḥ - -,(a) pittāvṛta-samānavātaḥ,SN4F,0.9999999999701144,False,,SN4F,0.9999999999701144,False,2.0,False,False
AAD-2.9,SR20,(a) pittāvṛtavyānavātaḥ (a) pittāvṛtavyānavātaḥ (a) pittāvṛtavyānavātaḥ (a) pittāvṛtavyānavātaḥ - -,(a) pittāvṛtavyānavātaḥ,SN4F,0.9999999999701144,False,,SN4F,0.9999999999701144,False,2.0,False,False
AAD-4,SR20,(a) malāvṛtavātaḥ (a) malāvṛtavātaḥ (a) malāvṛtavātaḥ (a) malāvṛtavātaḥ - -,(a) malāvṛtavātaḥ,SN4F,0.9999999999701144,False,,SN4F,0.9999999999701144,False,2.0,False,False
AAD-4.1,SR20,(a) mūtrāvṛtavātaḥ (a) mūtrāvṛtavātaḥ (a) mūtrāvṛtavātaḥ (a) mūtrāvṛtavātaḥ - -,(a) mūtrāvṛtavātaḥ,SN4F,0.9999999999701144,False,,SN4F,0.9999999999701144,False,2.0,False,False
AAD-5,SR20,(a) annāvṛtavātaḥ (a) annāvṛtavātaḥ (a) annāvṛtavātaḥ (a) annāvṛtavātaḥ - -,(a) annāvṛtavātaḥ,SN4F,0.9999999999701144,False,,SN4F,0.9999999999701144,False,2.0,False,False
ABA-1,SR16,(a) pittasañcayaḥ (a) pittasañcayaḥ (a) pittasañcayaḥ (a) pittasañcayaḥ - It is characterized by yellowish discoloration of body and mild raised body temperature. This may be explained by accumulation of pittadosha at the designated site.,(a) pittasañcayaḥ,SR16,0.9999999999866936,True,1.0,SR16,1.2499999999866938,True,1.0,False,False
ABA-2,SR17,"(a) pittavṛddhiḥ (a) pittavṛddhiḥ (a) pittavṛddhiḥ (a) pittavṛddhiḥ - It is characterized by yellowish discoloration of the body, increased body heat, desire for cold, reduced sleep, loss of consciousness, weakness of body and sense organs, yellowish discoloration of stool, urine and eyes. This may be explained by marked increase of pittadosha functions and consequent physiological and pathological ramifications.",(a) pittavṛddhiḥ,SP9Y,0.9999999999826767,False,,SP9Y,0.9999999999826767,False,,False,False
ABA-2.1,SR15,"(a) pittaprakopaḥ (a) pittaprakopaḥ (a) pittaprakopaḥ (a) pittaprakopaḥ - It is characterized by sour eructation, excessive thirst and burning sensation. This may be explained by aggravation of pittadosha at its designated site and preparing to cause certain morbidity.",(a) pittaprakopaḥ,SR15,0.9999999999844817,True,1.0,SR15,1.2499999999844817,True,1.0,False,False
ABB-1,SK7Y,(a) akṣipākaḥ (a) akṣipākaḥ (a) akṣipākaḥ (a) akṣipākaḥ - -,(a) akṣipākaḥ,SN4F,0.9999999999701144,False,,SN4F,0.9999999999701144,False,2.0,False,False
ABB-7,SM3Y,(a) amlakaḥ (a) amlakaḥ (a) amlakaḥ (a) amlakaḥ - -,(a) amlakaḥ,SN4F,0.9999999999701144,False,,SN4F,0.9999999999701144,False,5.0,False,False
ABB-10,SP9Y,(a) ūṣmādhikyam (a) ūṣmādhikyam (a) ūṣmādhikyam (a) ūṣmādhikyam - -,(a) ūṣmādhikyam,SN4F,0.9999999999701144,False,4.0,SN4F,0.9999999999701144,False,2.0,False,False
ABB-25,SP9Y,"(a) dhūmakaḥ, (a) dhūmodgāraḥ (a) dhūmakaḥ, (a) dhūmodgāraḥ (a) dhūmakaḥ, (a) dhūmodgāraḥ (a) dhūmakaḥ, (a) dhūmodgāraḥ - -","(a) dhūmakaḥ, (a) dhūmodgāraḥ",SN4F,0.9999999999778707,False,2.0,SP9Y,1.1244276956100263,True,1.0,True,False
ABB-29,SP2Y,(a) māṃsakledaḥ (a) māṃsakledaḥ (a) māṃsakledaḥ (a) māṃsakledaḥ - -,(a) māṃsakledaḥ,SN4F,0.9999999999701144,False,,SN4F,0.9999999999701144,False,2.0,False,False
ACA-1,SR1B,(a) kaphasañcayaḥ (a) kaphasañcayaḥ (a) kaphasañcayaḥ (a) kaphasañcayaḥ - It is characterized by heaviness of the body and lethargy. This may be explained by accumulation of kapha at the designated site.,(a) kaphasañcayaḥ,SR1B,0.9999999999878978,True,1.0,SR1B,1.2499999999878977,True,1.0,False,False
ACA-2,SR1C,"(a) kaphavṛddhiḥ (a) kaphavṛddhiḥ (a) kaphavṛddhiḥ (a) kaphavṛddhiḥ - It is characterized by whitish discoloration of body, feeling of cold, reduced mobility of the body, heaviness of the body, fatigue, feeling of drowsiness, excessive sleep, loosening of joints. This may be explained by marked increase of kaphadosha functions and consequent physiological and pathological ramifications.",(a) kaphavṛddhiḥ,SP9Y,0.9999999999809689,False,,SP9Y,0.9999999999809689,False,,False,False
ACA-4,SR1E,"(a) kaphakṣayaḥ (a) kaphakṣayaḥ (a) kaphakṣayaḥ (a) kaphakṣayaḥ - It is characterized by dryness of body, burning sensation inside the body, laxity of joints, thirst, weakness, reduced sleep. This may be explained by marked decrease of pittadosha functions and consequent physiological and pathological ramifications.",(a) kaphakṣayaḥ,SR1E,0.9999999999851624,True,1.0,SR1E,1.2499999999851625,True,1.0,False,False
ACB-15,SQ4Y,(a) tandrā (a) tandrā (a) tandrā (a) tandrā - -,(a) tandrā,SN4F,0.9999999999701144,False,,SN4F,0.9999999999701144,False,5.0,False,False
ACB-27,SP9Y,(a) staimityam (a) staimityam (a) staimityam (a) staimityam - -,(a) staimityam,SN4F,0.9999999999701144,False,4.0,SN4F,0.9999999999701144,False,2.0,False,False
BD-2,SP62,"(a) medovṛddhiḥ (a) medovṛddhiḥ (a) medovṛddhiḥ (a) medovṛddhiḥ - It is characterised by generalized increase of fatty tissue in the body and may be associated with hyperlipidemia. This may be explained by: (a) Impaired digestive and metabolic factors related to fat tissue, deranged vata, kapha",(a) medovṛddhiḥ,SP62,0.9999999999867457,True,1.0,SP62,1.2499999999867457,True,1.0,False,False
BE-1,SR4A,"(a) asthikṣayaḥ (a) asthikṣayaḥ (a) asthikṣayaḥ (a) asthikṣayaḥ - It is characterized by scalp hair fall, thinning, body hair fall, thinning, nail fall, thinning, beard, moustache fall, thinning, teeth fall, decaying, exhaustion, fatigue, dislocation of joint, lax joints, pain in the bones, gums and tooth, cracked teeth, cracked nail, dryness, roughness, dryness, pricking type of pain in the bones, desire to eat bony-meat. (a) This may be explained by morbid decrease bone tissue.",(a) asthikṣayaḥ,SP9Y,0.9999999999848076,False,,SP9Y,0.9999999999848076,False,,False,False
BF-2,SR4B,"(a) majjāvṛddhiḥ (a) majjāvṛddhiḥ (a) majjāvṛddhiḥ (a) majjāvṛddhiḥ - It is characterized by heaviness of the whole body, heaviness and swelling of the eyes, redness of eyes, redness of body, furuncles at the base of small joints ,swollen phalanges, oliguria, and nonhealing ulcers. (a) This may be explained by morbid increase in bone marrow tissue.",(a) majjāvṛddhiḥ,SP9Y,0.9999999999845176,False,4.0,SR4B,1.0026349332532276,True,1.0,True,False
BA-3.1,SR4K,"(a) ārtavakṣayaḥ (a) ārtavakṣayaḥ (a) ārtavakṣayaḥ (a) ārtavakṣayaḥ - It is characterized by menstruation not on proper time, metrorrhagia, scanty menstrual flow, pain in vagina. This may be explained by decrease in circulating fluid in turn causing quantitative decrease of menstrual flow.",(a) ārtavakṣayaḥ,SR42,0.9999999999849355,False,,SR42,0.9999999999849355,False,2.0,False,False
BH-1,SR4F,"(a) ojaḥkṣayaḥ (a) ojaḥkṣayaḥ (a) ojaḥkṣayaḥ (a) ojaḥkṣayaḥ - It is characterized by fear, loss of physical strength or weakness, constantly thinking, distressed sense organs, sense organs not able to perform properly, diminished complexion, lack mental strength, dry, wasted, dried up, emaciated, syncope, attacks of swooning, extreme wasting of muscles, diminution of muscle mass, confusion, delirium, excess talking, irrelevant speech, incoherent speech, death. This may be explained by morbid decrease (quantitative) of ojas and consequent physiological and pathological ramifications.",(a) ojaḥkṣayaḥ,SR4F,0.9999999999894256,True,1.0,SR4F,1.2499999999894256,True,1.0,False,False
CC-2,SN45,(a) svedavṛddhiḥ (a) svedavṛddhiḥ (a) svedavṛddhiḥ (a) svedavṛddhiḥ - It is characterised by excessive sweating. This may be explained by: (a) Increased pittadosha.,(a) svedavṛddhiḥ,SR84,0.9999999999842553,False,2.0,SR84,1.2499999999842553,False,2.0,False,False
CA-1,SR83,"mūtrakṣayaḥ mūtrakṣayaḥ mūtrakṣayaḥ mūtrakṣayaḥ - It is characterized by dysuria, pricking pain in urinary bladder, oliguria, discolouration of urine, hematuria, thirst and dryness of mouth. This may be explained by abnormal decrease in urine production resulting in local and systemic manifestations.",mūtrakṣayaḥ,SR83,0.9999999999835076,True,1.0,SR83,1.2499999999835076,True,1.0,False,False
CA-2,SR82,"(a) mūtravṛddhiḥ (a) mūtravṛddhiḥ (a) mūtravṛddhiḥ (a) mūtravṛddhiḥ - It is characterized by frequent micturition, pricking pain in urinary bladder, abdominal distension, feeling of urge even after micturition. This may be explained by abnormal increase in urine production resulting in local and systemic manifestations.",(a) mūtravṛddhiḥ,SR82,0.9999999999862234,True,1.0,SR82,1.2499999999862235,True,1.0,False,False
CB-1,SR81,"(a) purīṣakṣayaḥ (a) purīṣakṣayaḥ (a) purīṣakṣayaḥ (a) purīṣakṣayaḥ - It is characterized by gripping type of pain (colic), pain in the pericardial region, angina pectoris, pain in flanks, reverse intestinal movement of vāta associated with sound, oblique movement of vāta with sound in abdomen, increased bowel movements in flanks, less quantity of faeces. This may be explained by abnormal decrease in fecal production resulting in local and systemic manifestations.",(a) purīṣakṣayaḥ,SM53,0.9999999999886564,False,,SR81,1.0312852932019179,True,1.0,True,False
CB-2,SR80,"(a) purīṣavṛddhiḥ (a) purīṣavṛddhiḥ (a) purīṣavṛddhiḥ (a) purīṣavṛddhiḥ - It is characterized by gurgling sound in flanks, heaviness and enlargement of abdomen. Gurgling sound in flanks to be changed to gurgling sounds in abdomen. This may be explained by abnormal accumulation of feces resulting in local and systemic manifestations.",(a) purīṣavṛddhiḥ,SR80,0.9999999999872693,True,1.0,SR80,1.2499999999872693,True,1.0,False,False
CB-3,SR86,"(a) sāmamalaḥ (a) sāmamalaḥ (a) sāmamalaḥ (a) sāmamalaḥ - It is characterized by obstruction in channels, diminution of physical strength, heaviness, lethargy, indigestion, spitting out, obstruction to passage of faeces, tastelessness and exhaustion without exertion. This may be explained by consequences incompletely formed stools due to diminished digestive fire.",(a) sāmamalaḥ,SR86,0.9999999999836744,True,1.0,SR86,1.2499999999836744,True,1.0,False,False
D,SS10,(a) agnivaiṣamyam (a) agnivaiṣamyam (a) agnivaiṣamyam (a) agnivaiṣamyam - It is characterized by derangement of digestive power. This may be explained by vitiation of digestive fire in turn resulting in local and systemic effects.,(a) agnivaiṣamyam,SS10,0.9999999999884769,True,1.0,SS10,1.2499999999884768,True,1.0,False,False
DB-2,SS11,(a) viṣamāgniḥ (a) viṣamāgniḥ (a) viṣamāgniḥ (a) viṣamāgniḥ - It is characterized by irregular digestion irrespective of quantity and quality of food. This may be explained by vitiation of digestive fire in turn resulting in erratic behavour of digestive system.,(a) viṣamāgniḥ,SS11,0.999999999989315,True,1.0,SS11,1.249999999989315,True,1.0,False,False
DB-4,SS14,"(a) atyagniḥ, (a) bhasmakaḥ (a) atyagniḥ, (a) bhasmakaḥ (a) atyagniḥ, (a) bhasmakaḥ (a) atyagniḥ, (a) bhasmakaḥ - It is characterized by severly increased state of digestive power leading to quick digestion of food despite of frequent and extra quantity intake. If food is not taken, leads to digestion of body tissues leading to weakness, succumbs to death, may be associated with thirst, difficulty in breathing, burning sensation, syncope, burning sensation in throat, palate, lips at the end of digestion. This may be explained by morbid increase of the digestive fire resulting accelerated metabolism to the extent that the tissues are also get affected.","(a) atyagniḥ, (a) bhasmakaḥ",SS14,0.999999999993365,True,1.0,SS14,1.2499999999933649,True,1.0,False,False
EA-2.5,SM74,(a) kṣudrā hikkā (a) kṣudrā hikkā (a) kṣudrā hikkā (a) kṣudrā hikkā - -,(a) kṣudrā hikkā,SM74,0.9999999999873082,True,1.0,SM74,1.2499999999873082,True,1.0,False,False
EA-4.5.1,SL40,(a)pratamakaśvāsaḥ (a)pratamakaśvāsaḥ (a)pratamakaśvāsaḥ (a)pratamakaśvāsaḥ - -,(a)pratamakaśvāsaḥ,SN4F,0.9999999999539863,False,,SN4F,0.9999999999539863,False,,False,False
EB-1,SR59,"(a) annavahasrotoduṣṭiḥ (a) annavahasrotoduṣṭiḥ (a) annavahasrotoduṣṭiḥ (a) annavahasrotoduṣṭiḥ - It is characterized by disinclination for food, tastelessness, indigestion, vomiting. This may be explained by derangement (functional or anatomical or both) digestive tract.",(a) annavahasrotoduṣṭiḥ,SR59,0.9999999999867426,True,1.0,SR59,1.2499999999867426,True,1.0,False,False
EB-2,SM37,(a) atisāraḥ (a) atisāraḥ (a) atisāraḥ (a) atisāraḥ - It is characterised by passage of loose stools may or may not be mixed with blood and pus. This may be explained by: (a) Weakness of digestive and metabolic factors followed by increased vata moving the watery components downwards in the intestine.,(a) atisāraḥ,SM37,0.999999999987723,True,1.0,SM37,1.2499999999877232,True,1.0,False,False
EB-3.9,SM3C,"(a) alasaka (a) alasaka (a) alasaka (a) alasaka - It is characterised by marked distension of abdomen, the undigested food remains in the stomach without getting evacuated from the body either by vomiting or by defecation. This may be explained by: (a) Loss of functionality of vata in stomach region.",(a) alasaka,SM3C,0.9999999999853914,True,1.0,SM3C,1.2499999999853912,True,1.0,False,False
EB-6,SM3L,"(a) chardiḥ (a) chardiḥ (a) chardiḥ (a) chardiḥ - It is characterised by excessive vomiting. This may be explained by: (a) Weak digestive and metabolic factors, leading to primary product of digested food being vitiated by pitta, kapha and vata.",(a) chardiḥ,SM3L,0.9999999999819775,True,1.0,SM3L,1.2499999999819775,True,1.0,False,False
EB-8,SM3K,"(a) gulmaḥ (a) gulmaḥ (a) gulmaḥ (a) gulmaḥ - It is characterised by moving lump like swelling in the abdomen of various sizes and characters associated with abdominal pain, distension. This may be explained by: (a) Vitiation of digestive and metabolic factors, all the three dosha affecting stomach and intestines.",(a) gulmaḥ,SM3K,0.9999999999866869,True,1.0,SM3K,1.2499999999866869,True,1.0,False,False
EB-10,SM33,"(a) śūlaḥ (a) śūlaḥ (a) śūlaḥ (a) śūlaḥ - It is characterised by pain in abdomen, burning sensation, distension and flatulence. This may be explained by: (a) Vitiated dosha especially vatadosha affecting the abdominal organs.",(a) śūlaḥ,SM33,0.9999999999829235,True,1.0,SM33,1.2499999999829234,True,1.0,False,False
EB-10.15,SM70,"(a) pārśvarujaḥ (a) pārśvaśūlaḥ (a) pārśvarujaḥ (a) pārśvaśūlaḥ (a) pārśvarujaḥ (a) pārśvaśūlaḥ (a) pārśvarujaḥ (a) pārśvaśūlaḥ - It is characterised by severe pain in both flanks. It may be asociated with restlessness, abdominal discomfort, lack of appetite, sleeplessness. This may be explained by: (a) Deranged digestive and metabolic factors, vitiated kapha, pitta and vata affecting the flanks.",(a) pārśvarujaḥ (a) pārśvaśūlaḥ,SM70,0.9999999999924981,True,1.0,SM70,0.9999999999924981,True,1.0,False,False
EC-3,SP51,(a) jvara (a) jvara (a) jvara (a) jvara - It is characterised by increased body temperature leading to disturbance in normal functions of the body. This may be explained by: (a) Any of the three dosha affecting the primary product of digested food.,(a) jvara,SP51,0.9999999999846726,True,1.0,SP51,1.2499999999846727,True,1.0,False,False
EC-3.2,SP54,"(a) vātikajvaraḥ (a) vātikajvaraḥ (a) vātikajvaraḥ (a) vātikajvaraḥ - It is characterised by body pain, blackish discoloration of body, irregular fever, constipation. This may be explained by: (a) Increased vata affecting the primary product of digested food and leading to weakness of digestive and metabolic factors.",(a) vātikajvaraḥ,SP54,0.9999999999857302,True,1.0,SP54,1.24999999998573,True,1.0,False,False
